fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes,summary
2011-5-18,20:53:00,SOL Lineas Aereas,Saab 340A,"Near Prahuaniyeu, Argentina",19,3,22,19,3,0,22,2011,18,5,"The domestic scheduled passenger flight crashed 12.5 miles north of Prahuaniyeu while en route, after transmitting a distress call. All 19 passengers and crew of three aboard were killed. Inadequate flight planning.Inadequate operational decision making on the part of the pilot. Loss of situational awareness from the flight crew."
2011-6-20,23:40:00,RusAir Airlines,Tupolev Tu-134,"Petrozavodsk, Russia",43,9,52,39,8,0,47,2011,20,6,"The airliner crashed while on final to Petrozavodsk in heavy fog, landing 1 kilometers short of the runway. The plane soon broke up and caught on fire. Factors in the accident: heavy fog. The crew could not see the runway's ground lights, but did not decide to turn away and make another attempt at landing. The plane hit nearby trees before crashing. Cooperation among the crew during the landing attempt was poor, with the pilot subordinating himself to the navigator and the co-pilot effectively excluded from decisions. The navigator was intoxicated."
2011-7-06,23:00:00,Silk Way Airlines,Ilyushin76TD,"Near Bagram Air Base, Afghanistan",0,9,9,0,9,0,9,2011,06,7,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan."
2011-7-08,15:00:00,Hewa Bora Airways,Boeing B-727-100,"Kisangani, Congo",108,7,115,72,5,0,77,2011,08,7,"The airliner crashed and broke up after missing the runway while attempting to land at Bangoka International Airport. There was heavy rain, thunderstorms and limited visibility at the time of the accident."
2011-7-11,11:55:00,Angara Airlines,Antonov An-24RV,"Near Strezhevoy, Russia",33,4,37,7,0,0,7,2011,11,7,"After reporting an engine fire in the left engine, the pilot attempted to make an emergency landing at Strezhevoy but ditched into the Orb River. Both pilots were not certified to fly. The captain's license was revoled and the first officer had not finished his requalification exam."
2011-7-13,11:53:00,NOAR Linhas Aéreas,Let L-401UVP-20,"Recife, Brazil",14,2,16,14,2,0,16,2011,13,7,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold."
2011-7-26,09:00:00,Military - Royal Moroccan Air Force,Lockheed C-130 Hercule,"Near Guelmim, Morocco",71,9,80,71,9,0,80,2011,26,7,"The military transport plane crashed in the mountain, 6 miles northeast of Guelmim in bad weather while attempting to land."
2011-7-28,04:12:00,Asiana Airlines,Boeing B-747-48EF,"Off Jeju, South Korean",0,2,2,0,2,0,2,2011,28,7,"The cargo plane crashed into the sea about 70 miles west of Jeju after the crew reported a fire in a cargo hold. The plane was carrying 58 tons of electronic and machine parts, including lithium batteries."
2011-8-06,,Military - U.S. Army,Boeing CH-47 Chinook,"Tangi Valley, Afghanistan",,,38,,,0,38,2011,06,8,"Thirty-eight people, including 31 U.S. special forces troops and 7 Afghan soldiers were killed when their helicopter was shot down with a rocket-propelled grenade during overnight operations against Taliban insurgents."
2011-8-09,14:34:00,Avis Amur,Antonov 12,"Near Omsukchan, Russia",2,9,11,2,9,0,11,2011,09,8,"After leaving Magdan the crew of the cargo plane reported a fuel leak and an engine fire. While trying to return to Magdan, the plane crashed 6 miels from Omsukchan, 190 miles from its original take-off point. The plane carried 18 tons of cargo."
2011-8-20,12:50:00,First Air,Boeing B-737-210C(A) Combi,"Resolute Bay, Nunavut, Canada",11,4,15,8,4,0,12,2011,20,8,"While on instrument approach and initiating a go-around, the plane hit a hill side 2km east of the runway and broke up into 3 pieces.The crew had initiated the go-around 2 seconds before impact. The late initiation and subsequent management of the descent resulted in the aircraft turning onto final approach 600 feet above the glideslope, increasing the crew’s workload and reducing their capacity to assess and resolve the navigational issues during the remainder of the approach."
2011-8-26,19:00:00,LifeNet,Eurocopter AS350B2,"Mosby, Missouri",3,1,4,3,1,0,4,2011,26,8,"The helicopter was headed for Mosby to refuel when it crashed in a field 1.7 nm north-northeast of Midwest National Air Center. The pilot, nurse, paramedic and patient were all killed."
2011-9-02,17:48:00,Chilean Air Force,CASA C-212 Aviocar 300DF,"Juan Fernandez Island, Chile",17,4,21,17,4,0,21,2011,02,9,"The aircraft attempted to land at the airport on two occasions, but strong winds prevented it from landing.The aircraft subsequently crashed into the sea 1 kilometre (1,100 yd) off the island on its third approach. One of those killed was Felipe Camiroaga, the most important TV entertainer in Chile."
2011-9-06,18:50:00,Aerocon,Swearingen SA-227BC Metroliner III,"Near Trinidad, Bolivia",7,2,9,6,2,0,8,2011,06,9,"The plane crashed into the jungle while on approach to Runway 14 at Trinidad Airport. After the crew reported they were turning into the final approach, radio contact was lost. The plane was found 2 days later, 10 km from the airport. One passenger survived."
2011-9-07,15:50:00,YAK Service,Yakovlev 42D,"Yaroslavl, Russia",37,8,45,37,7,0,44,2011,07,9,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for theYak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward  pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds."
2011-9-14,12:00:00,Military - FANA Forca Aerea Nacional Angolana,Embraer 120ER Brasilia,"Huambo, Angola",34,2,36,30,0,0,30,2011,14,9,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot."
2011-9-16,16:25:00,Private - Aero Trans Corp,North American P-51D-15-NA Mustang,"Reno, Nevada",0,1,1,0,1,10,1,2011,16,9,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.
2011-9-22,13:15:00,Arctic Sunwest Charters,De Havilland Canada DHC-6-300 Twin Otter,"Yellowknife, Northwest Territories, Canada",7,2,9,0,2,0,2,2011,22,9,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come."
2011-9-25,07:31:00,Buddha Air,Beechcraft 1900D,"Near Kathmandu, Nepal",16,3,19,16,3,0,19,2011,25,9,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.
2011-9-29,07:38:00,Nusantara Buana Air,CASA NC-212 Aviocar 200,"Near Bohorok, Indonesia",14,4,18,14,4,0,18,2011,29,9,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination."
2011-10-13,17:00:00,Airline PNG,de Havilland Canada DHC-8-102,"Near Madang, Papua New Guinea",28,4,32,26,2,0,28,2011,13,10,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook."
2011-10-27,04:12:00,Northern Thunderbird Air Inc.,Beechcraft 100 King Air,"Vancouver, BC, Canada",7,2,9,0,1,0,1,2011,27,10,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem."
2011-11-10,12:14:00,Blue Hawaiian Helicopter,Eurocopter EC-130 B4,"Near Kilohana, Molokai, Hawaii",4,1,5,4,1,0,5,2011,10,11,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation."
2011-11-11,08:55:00,Fuerza Aerea Mexicana,Aerospatiale AS 332L1 Super Puma,"Near Santa Catarina Atoyzingo, Mexico",7,1,8,7,1,0,8,2011,11,11,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters. The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials."
2011-12-07,16:45:00,Sundance Helicopters Inc.,Aerospatiale AS-350 B2 Ecureuil,"Near Henderson, Nevada",4,1,5,4,1,0,5,2011,07,12,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable."
2011-12-26,05:54:00,,Bell 206B,"Green Grove, Florida",2,1,3,2,1,0,3,2011,26,12,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.
2012-1-30,08:45:00,TRACEP Congo Aviation,Antonov AN-28,"Namoya, Congo",3,3,5,1,2,0,3,2012,30,1,"The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.  The airworthiness of this aircraft had expired on June 12, 1993."
2012-3-15,07:15:00,Jet One Express,Convair CV-340,"Near San Juan, Puerto Rico",0,2,2,0,2,0,2,2012,15,3,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots."
2012-3-16,10:45:00,Military - Turkish Army (NATO),Sikorsky S-70A-28,"Kabul, Afghanistan",,,12,,,4,12,2012,16,3,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.
2012-4-02,07:44:00,UTAir,ATR 72-201,"Tyumen, Russia",39,4,43,29,4,0,33,2012,02,4,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces. Icing. The plane was not deiced before taking off."
2012-4-20,18:40:00,Bhoja Airlines,Boeing 737-236,"Islamabad, Pakistan",121,6,127,121,6,0,127,2012,20,4,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck"
2012-4-30,16:30:00,Military -Fuerza Aerea Colombiana,Bell 212,"Sabanagrande, Colombia",11,2,13,11,2,0,13,2012,30,4,The helicopter caught fire and crashed while en route.
2012-5-09,15:30:00,Sukhoi,Sukhoi Superjet 100-95,"Near Cidahu, Indonesia",39,6,45,39,6,0,45,2012,09,5,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area."
2012-5-14,09:15:00,Agni Air,Dornier 228-212,"Jomsom, Nepal",18,3,21,13,2,0,15,2012,14,5,The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.
2012-6-02,15:30:00,Allied Air,Boeing B-727-200,"Accra, Ghana",0,4,4,0,4,12,0,2012,02,6,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus."
2012-6-03,16:45:00,Dana Air,McDonnell Douglas MD-83,"Lagos, Nigeria",146,7,153,146,7,10,153,2012,03,6,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps."
2012-6-06,,HeliCusco,Sikorsly S-58ET,"Hualla Hualla, Mount Mamarosa, Peru",12,2,14,12,2,0,14,2012,06,6,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff."
2012-6-11,,Illegal flight,Antonov An-2R,"Near Serov, Russia",12,1,13,12,1,0,13,2012,11,6,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident."
2012-6-21,14:45:00,Military - Indonesian Air Force,Fokker F-27 Friendship 400M,"Jakarta, Indonesia",0,7,7,0,7,4,7,2012,21,6,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.
2012-8-18,16:25:00,Aviatour's Fly'n Inc.,PA-34-200 Seneca I,"Off Masbate Island, Philippines",2,2,4,2,1,0,3,2012,18,8,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative."
2012-8-19,08:00:00,Alfa Airlines,Antonov An-26-100,"Talodi, Sudan",26,6,32,26,6,0,32,2012,19,8,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers."
2012-9-12,12:28:00,Petropavlovsk-Kamchatsky Air Enteprise,Antonov An-28,"Near Palana, Russia",12,2,14,8,2,0,10,2012,12,9,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated."
2012-9-28,06:15:00,Sita Air,Dornier 228-202,"Kathmandu, Nepal",16,3,19,16,3,0,19,2012,28,9,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.
2012-10-07,12:00:00,Military - Sudanese Air Force,Antonov An-12BP,"Near Omdurman, Sudan",16,6,22,,,0,15,2012,07,10,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash."
2012-10-07,16:16:00,Fly Montserrat,Britten-Norman BN-2A-26 Islander,Antigua,3,1,4,2,1,0,3,2012,07,10,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident."
2012-11-21,,Military - Yemen Air Force,Antonov An-26,"San'a, Yemen",0,10,10,0,10,0,10,2012,21,11,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed."
2012-11-30,17:50:00,Aero Service,Ilysushin Il-76T,"Near Brazzaville, Congo",0,7,7,0,7,25,7,2012,30,11,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.
2012-12-05,09:45:00,Military - South African Air Force,Douglas C47-TP,"Near Ladysmith, South Africa",5,6,11,5,6,0,11,2012,05,12,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident."
2012-12-09,03:30:00,Starwood Management LLC,Learjet 25,"Near Iturbide, Mexico",5,2,7,5,2,0,7,2012,09,12,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the plane’s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident."
2012-12-25,18:55:00,Military - Kazakhstan Border Guards,Antonov AN-72-100D,"Near Shymkent, Kazakhstan",20,7,27,20,7,0,27,2012,25,12,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov"
2012-12-25,08:50:00,Air Bagan,Fokker 100,"Heho, Myanmar",65,6,71,0,1,1,1,2012,25,12,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured."
2012-12-29,16:33:00,Red Wings Airlines,Tupolev TU-204-100V,"Moscow, Russia",0,8,8,0,5,0,5,2012,29,12,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board."
2013-1-02,20:57:00,Med-Trans Corporaion,Bell 407,"Near Clear Lake, Iowa",2,1,3,2,1,0,3,2013,02,1,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons."
2013-1-04,11:40:00,Transaereo 5074,Britten Norman BN-2A-27 Islander,"Off Los Roques, Venezuela",5,1,6,5,1,0,6,2013,04,1,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard."
2013-1-29,13:13:00,SCAT Air,Canadair CRJ-200ER,"Near Kyzyltu, Kazakhstan",16,5,21,16,5,0,21,2013,29,1,"The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold. The accident occurred during the execution of a go-around, in instrument meteorological conditions, without the possibility of visual contact with ground reference points, the necessity of which was caused by the mismatch between the actual weather conditions and the minimum conditions for which the crew was certified to land."
2013-2-13,18:09:00,South Airlines,Antonov AN-24RV,"Donetsk, Ukraine",41,4,45,5,0,0,5,2013,13,2,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during the landing approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions."
2013-3-04,17:55:00,Compagnie Africaine d' Aviation (CAA),Fokker 50,"Goma, Congo",4,6,10,1,6,0,7,2013,04,3,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area.
2013-3-08,08:15:00,Ace Air Cargo,Beechcraft 1900C,"Near Dillingham, Alaska",0,2,2,0,2,0,2,2013,08,3,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts."
2013-4-13,15:35:00,Lion Air,Boeing B-737-8GP,"Denpasar, Indonesia",101,7,108,0,0,0,0,2013,13,4,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured."
2013-4-29,15:25:00,National Air Cargo,Boeing B-747-428BCF,"Bagram Air Base, Afghanistan",0,7,7,0,7,0,7,2013,29,4,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable."
2013-5-31,12:11:00,Ornge Air Ambulance,Sikorsky S-76,"Moosonee, Ontario",2,2,4,2,2,0,4,2013,31,5,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient."
2013-6-25,,Indian Air Force,MI 172 V5 helicopter,"Gaurikund, near Kedarnath, Uttarakhand State, India.",15,5,20,15,5,0,20,2013,25,6,Crashed during flood relief operations. The passengers were from paramilitary forces.
2013-7-06,11:38:00,Asiana Airlines,Boeing B-777-28EER,"San Francisco, California",291,16,307,3,0,0,3,2013,06,7,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand."
2013-7-07,11:20:00,Rediske Air,de Havilland Canada DHC-3T,"Soldotna, Alaksa",9,1,10,9,1,0,10,2013,07,7,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operator’s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall."
2013-8-09,08:00:00,Military - Ethiopian Air Force,Antonov An-12,"Mogadishu, Somalia",0,6,6,0,4,0,4,2013,09,8,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.
2013-8-14,04:49:00,United Parcel Service,Airbus A300F-622R,"Birmingham, Alabama",0,2,2,0,2,0,2,2013,14,8,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crew’s failure to properly configure and verify the flight management computer for the profile approach. The captain’s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured."
2013-10-03,09:32:00,Associated Aviation,Embraer 120RT Brasilia,"Lagos, Nigeria",13,7,20,11,5,0,16,2013,03,10,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire. The decision of the crew to continue the take-off despite the abnormal No. 2 Propeller rpm indication. Low altitude stall as a result of low thrust at start of roll for take-off from No. 2 engine caused by an undetermined malfunction of the propeller control unit."
2013-10-10,14:50:00,MASwings,de Havilland Canada DHC-6 Twin Otter 310,"Kudat, Malaysia",14,2,16,1,1,0,2,2013,10,10,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed. Procedural errors by the captain. The aircraft should have been in the correct landing configuration at or below the stabilized approach altitude of 500ft AGL, since the aircraft was not stable due to the tail wind and gusting weather."
2013-10-16,16:10:00,Lao Airlines,ATR-72-50,"Near Pakse, Laos",44,5,49,44,5,0,49,2013,16,10,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure."
2013-11-03,16:00:00,Aerocon,Swearingen SA227-AC Metro III,"Riberalta, Bolivia",16,2,18,8,0,0,8,2013,03,11,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted."
2013-11-09,10:30:00,Military - Indonesian Army,Mil- Mi-17B-5,"Pujungan, Malinau district, Borneo",13,8,21,7,6,0,13,2013,09,11,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived."
2013-11-10,18:34:00,Bearskin Airlines,Swearingen SA227-AC Metro II,"Red Lake, Ontario, Canada",5,2,7,3,2,0,5,2013,10,11,"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed.  A first-stage turbine wheel blade in the left engine failed due to a combination of metallurgical issues and stator vane burn-through."
